ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
1021,Healthcare,True,9.1,4,Decreased,High,Decreased,False,True,Increased,Secure,Good,Severe,58.0,41,21,3,-1,3,3,2,1,0,1
1022,Healthcare,False,7.3,3,Increased,High,No Change,False,False,No Change,Secure,Fair,None,52.4,62,24,3,0,2,0,2,0,0,0
1023,Retail,True,8.3,8,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Good,Moderate,73.1,57,8,2,-1,3,2,1,1,0,0
1024,Healthcare,True,11.0,7,Decreased,Medium,Decreased,False,False,Increased,At Risk,Good,Minor,49.0,48,26,2,-1,3,1,0,1,0,0
1025,Healthcare,True,9.7,8,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Minor,54.6,57,15,3,-1,2,1,2,1,0,0
1026,Healthcare,False,6.1,2,Increased,Medium,Decreased,False,True,Increased,Secure,Good,Minor,80.7,22,2,2,-1,3,1,2,0,0,1
1027,Retail,True,6.1,7,Decreased,Medium,Decreased,False,False,Increased,Secure,Good,Minor,92.9,36,7,2,-1,3,1,2,1,0,0
1028,Retail,True,7.3,8,Decreased,High,Decreased,False,False,Decreased,Secure,Poor,Moderate,55.6,46,13,3,-1,1,2,2,1,0,0
1029,Healthcare,True,9.2,4,Decreased,High,No Change,False,False,No Change,Secure,Fair,Minor,66.5,49,5,3,0,2,1,2,1,0,0
1030,Healthcare,False,8.5,4,Decreased,High,Decreased,True,False,No Change,At Risk,Good,Minor,16.2,30,10,3,-1,3,1,0,0,1,0
1031,Finance,False,6.2,2,No Change,High,Decreased,False,False,No Change,Secure,Excellent,Severe,66.5,56,19,3,-1,4,3,2,0,0,0
1032,IT,True,8.7,5,Decreased,Medium,No Change,True,False,Increased,Uncertain,Fair,Minor,36.5,45,21,2,0,2,1,1,1,1,0
1033,Finance,False,10.7,5,Increased,High,Increased,False,True,Increased,Secure,Fair,Minor,57.8,49,4,3,1,2,1,2,0,0,1
1034,Education,True,8.9,7,Decreased,High,Increased,True,False,No Change,Uncertain,Fair,Moderate,29.6,39,16,3,1,2,2,1,1,1,0
1035,Healthcare,False,7.8,4,No Change,High,Decreased,False,False,No Change,Secure,Fair,Minor,51.3,58,25,3,-1,2,1,2,0,0,0
1036,Retail,True,6.1,7,Decreased,Medium,No Change,False,False,No Change,Uncertain,Excellent,Moderate,73.9,59,1,2,0,4,2,1,1,0,0
1037,Finance,False,6.4,4,Decreased,Low,No Change,False,False,Decreased,Secure,Fair,Severe,90.1,55,6,1,0,2,3,2,0,0,0
1038,Education,True,8.0,3,Decreased,Medium,No Change,True,False,No Change,Uncertain,Excellent,None,49.9,51,20,2,0,4,0,1,1,1,0
1039,Finance,True,8.0,6,No Change,High,Increased,False,False,Decreased,Secure,Poor,Moderate,58.7,55,26,3,1,1,2,2,1,0,0
1040,IT,True,7.8,8,Decreased,Medium,Increased,False,True,Decreased,Uncertain,Excellent,Minor,74.7,28,8,2,1,4,1,1,1,0,1
1041,Finance,True,8.4,4,No Change,Medium,No Change,False,True,Increased,Uncertain,Fair,None,55.9,51,11,2,0,2,0,1,1,0,1
1042,IT,True,9.2,3,Decreased,High,No Change,True,True,No Change,At Risk,Excellent,Minor,5.5,32,12,3,0,4,1,0,1,1,1
1043,IT,True,7.9,3,Decreased,Medium,Decreased,False,False,Decreased,Secure,Good,Moderate,77.7,43,20,2,-1,3,2,2,1,0,0
1044,IT,True,10.9,8,No Change,High,Decreased,False,False,No Change,Secure,Fair,Severe,54.8,39,19,3,-1,2,3,2,1,0,0
1045,IT,False,10.0,3,No Change,High,No Change,False,False,No Change,Secure,Good,Severe,70.0,39,19,3,0,3,3,2,0,0,0
1046,Healthcare,True,9.8,5,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,Moderate,83.5,58,19,3,-1,4,2,2,1,0,0
1047,Healthcare,True,7.3,6,No Change,High,No Change,False,False,Increased,Secure,Poor,Severe,41.5,31,11,3,0,1,3,2,1,0,0
1048,Retail,True,8.4,5,Decreased,Medium,No Change,False,True,Decreased,Uncertain,Fair,Moderate,44.8,49,6,2,0,2,2,1,1,0,1
1049,Retail,True,7.6,5,Decreased,High,Increased,False,False,No Change,Secure,Poor,Minor,54.8,35,3,3,1,1,1,2,1,0,0
1050,Education,False,8.1,4,No Change,High,Decreased,False,False,No Change,Secure,Good,None,69.4,59,19,3,-1,3,0,2,0,0,0
1051,Finance,True,9.1,6,Decreased,High,Increased,False,False,Decreased,Uncertain,Good,Moderate,45.2,27,7,3,1,3,2,1,1,0,0
1052,IT,True,10.4,5,No Change,Medium,No Change,False,False,Increased,At Risk,Fair,None,37.7,56,21,2,0,2,0,0,1,0,0
1053,Retail,True,9.9,4,Decreased,High,No Change,False,False,No Change,Uncertain,Good,Severe,41.1,26,6,3,0,3,3,1,1,0,0
1054,IT,True,8.4,4,Decreased,High,Increased,False,False,Increased,Uncertain,Excellent,Severe,59.9,36,5,3,1,4,3,1,1,0,0
1055,IT,False,9.8,4,Increased,Medium,Increased,False,True,Decreased,Secure,Excellent,Minor,78.3,43,15,2,1,4,1,2,0,0,1
1056,Retail,True,8.3,8,Decreased,Medium,Decreased,False,False,Increased,Uncertain,Good,Moderate,56.1,56,12,2,-1,3,2,1,1,0,0
1057,Education,True,8.2,8,Decreased,Medium,Increased,False,False,Increased,Secure,Good,Minor,85.5,57,2,2,1,3,1,2,1,0,0
1058,Retail,True,9.0,4,Decreased,High,Decreased,False,True,No Change,Uncertain,Poor,Moderate,32.3,57,18,3,-1,1,2,1,1,0,1
1059,Healthcare,True,9.5,5,Decreased,High,Decreased,True,False,Increased,Uncertain,Excellent,Minor,39.5,46,16,3,-1,4,1,1,1,1,0
1060,Education,False,7.3,2,Increased,Low,Increased,False,False,No Change,Uncertain,Fair,Minor,69.0,57,2,1,1,2,1,1,0,0,0
1061,Education,True,6.8,5,Decreased,Medium,No Change,False,False,No Change,Uncertain,Good,Severe,65.3,37,17,2,0,3,3,1,1,0,0
1062,Retail,True,9.2,3,Decreased,High,Increased,True,False,No Change,At Risk,Good,Minor,18.1,33,9,3,1,3,1,0,1,1,0
1063,Healthcare,True,6.7,3,Decreased,Medium,Increased,False,True,No Change,Secure,Fair,Moderate,74.5,51,11,2,1,2,2,2,1,0,1
1064,Retail,True,10.2,5,No Change,High,Increased,False,True,Decreased,Secure,Good,Minor,62.5,47,27,3,1,3,1,2,1,0,1
1065,Healthcare,True,7.9,3,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Minor,65.6,36,14,3,-1,2,1,2,1,0,0
1066,Retail,True,7.6,6,Decreased,High,Decreased,False,True,No Change,Secure,Excellent,Moderate,63.9,31,11,3,-1,4,2,2,1,0,1
1067,Finance,True,10.7,7,Decreased,High,No Change,False,False,No Change,At Risk,Fair,Severe,23.6,40,1,3,0,2,3,0,1,0,0
1068,Education,False,10.2,3,Decreased,High,Decreased,False,False,No Change,Secure,Good,None,67.3,27,7,3,-1,3,0,2,0,0,0
1069,Finance,True,6.1,6,Decreased,Low,Increased,False,True,Decreased,Secure,Poor,Severe,75.8,32,0,1,1,1,3,2,1,0,1
1070,IT,True,9.6,6,Decreased,Medium,Increased,True,False,No Change,At Risk,Excellent,Moderate,25.2,38,18,2,1,4,2,0,1,1,0
1071,Healthcare,True,7.6,7,No Change,High,No Change,False,True,Decreased,Uncertain,Poor,Severe,20.6,53,29,3,0,1,3,1,1,0,1
1072,Education,False,7.7,4,Decreased,Low,Decreased,False,True,Increased,Secure,Fair,None,90.4,51,7,1,-1,2,0,2,0,0,1
1073,IT,True,8.0,3,No Change,High,No Change,True,False,No Change,Secure,Excellent,Severe,69.6,39,19,3,0,4,3,2,1,1,0
1074,IT,True,7.9,7,No Change,Medium,Increased,True,False,No Change,Uncertain,Excellent,Moderate,49.5,33,6,2,1,4,2,1,1,1,0
1075,Education,True,9.6,7,No Change,Medium,Increased,False,True,No Change,At Risk,Good,Minor,42.4,29,9,2,1,3,1,0,1,0,1
1076,Retail,True,6.3,7,Decreased,Medium,No Change,False,True,No Change,At Risk,Poor,Severe,21.4,57,23,2,0,1,3,0,1,0,1
1077,Education,True,8.1,8,No Change,Medium,Decreased,False,False,Decreased,Uncertain,Good,Moderate,73.5,47,2,2,-1,3,2,1,1,0,0
1078,Education,True,6.8,3,Decreased,Low,Increased,False,False,Decreased,Uncertain,Good,None,89.5,35,1,1,1,3,0,1,1,0,0
1079,Healthcare,True,6.8,8,No Change,Medium,Decreased,True,False,Increased,At Risk,Good,Minor,24.0,35,15,2,-1,3,1,0,1,1,0
1080,Education,True,6.8,5,Decreased,Medium,Increased,False,True,No Change,Uncertain,Fair,Severe,53.9,45,12,2,1,2,3,1,1,0,1
1081,Education,True,7.0,8,Decreased,Low,Increased,False,False,Increased,Secure,Poor,Minor,75.6,55,14,1,1,1,1,2,1,0,0
1082,IT,True,7.8,7,Decreased,Low,Increased,False,True,Decreased,Secure,Good,Moderate,92.0,60,11,1,1,3,2,2,1,0,1
1083,Healthcare,True,10.5,4,Decreased,High,Increased,False,True,Decreased,At Risk,Fair,None,19.2,57,26,3,1,2,0,0,1,0,1
1084,IT,True,9.0,3,Decreased,Medium,Increased,False,True,No Change,Secure,Excellent,Severe,84.7,43,21,2,1,4,3,2,1,0,1
1085,Retail,True,6.2,3,Decreased,High,Decreased,False,True,No Change,Uncertain,Excellent,Moderate,42.7,62,7,3,-1,4,2,1,1,0,1
1086,Healthcare,True,8.3,3,Decreased,Medium,Increased,True,False,No Change,Secure,Excellent,None,76.6,46,26,2,1,4,0,2,1,1,0
1087,Healthcare,True,8.1,8,Decreased,Medium,No Change,True,False,No Change,At Risk,Good,Moderate,22.1,34,14,2,0,3,2,0,1,1,0
1088,Healthcare,True,7.5,6,No Change,High,Decreased,False,True,No Change,Uncertain,Good,Moderate,45.0,50,1,3,-1,3,2,1,1,0,1
1089,Healthcare,False,6.7,4,No Change,Medium,No Change,True,True,Decreased,Secure,Poor,Minor,42.2,30,10,2,0,1,1,2,0,1,1
1090,Healthcare,True,8.8,5,Decreased,Medium,No Change,False,True,No Change,Uncertain,Fair,Minor,51.3,37,17,2,0,2,1,1,1,0,1
1091,Finance,True,8.7,7,Decreased,High,Increased,False,False,No Change,At Risk,Good,Moderate,37.0,37,17,3,1,3,2,0,1,0,0
1092,Finance,True,8.1,8,No Change,Medium,No Change,False,False,No Change,At Risk,Good,Moderate,40.9,47,4,2,0,3,2,0,1,0,0
1093,Healthcare,True,6.7,4,Decreased,Medium,No Change,False,False,No Change,At Risk,Fair,Moderate,38.3,23,3,2,0,2,2,0,1,0,0
1094,Education,True,6.3,4,Decreased,Low,Increased,True,False,No Change,Secure,Fair,Minor,74.5,42,16,1,1,2,1,2,1,1,0
1095,Education,True,8.4,8,No Change,Low,Decreased,False,True,Decreased,Uncertain,Good,Severe,72.5,58,20,1,-1,3,3,1,1,0,1
1096,IT,True,6.5,3,Decreased,Medium,Decreased,False,True,Increased,Uncertain,Excellent,None,65.7,51,1,2,-1,4,0,1,1,0,1
1097,Finance,True,10.4,4,Decreased,Low,Increased,False,False,No Change,Uncertain,Fair,Moderate,75.5,31,11,1,1,2,2,1,1,0,0
1098,Finance,True,9.2,5,Decreased,High,Decreased,False,False,Decreased,Uncertain,Good,Minor,51.3,24,4,3,-1,3,1,1,1,0,0
1099,Retail,False,6.5,5,No Change,High,No Change,False,False,Decreased,Secure,Excellent,None,76.7,54,9,3,0,4,0,2,0,0,0
1100,Retail,True,9.5,7,Decreased,High,No Change,True,True,Decreased,Uncertain,Good,Moderate,29.9,61,29,3,0,3,2,1,1,1,1
1101,Retail,True,9.4,6,No Change,High,No Change,False,False,No Change,Uncertain,Good,None,41.8,51,10,3,0,3,0,1,1,0,0
1102,Education,True,10.7,8,Decreased,High,No Change,False,False,No Change,Uncertain,Good,Severe,48.0,31,11,3,0,3,3,1,1,0,0
1103,Education,True,10.3,8,Decreased,High,No Change,False,True,No Change,Uncertain,Fair,Severe,29.0,27,7,3,0,2,3,1,1,0,1
1104,Finance,True,8.0,3,Decreased,Medium,Increased,False,False,No Change,Uncertain,Good,Moderate,67.8,60,3,2,1,3,2,1,1,0,0
1105,Retail,True,8.8,8,Decreased,Medium,Decreased,False,False,Decreased,At Risk,Fair,Severe,44.3,23,3,2,-1,2,3,0,1,0,0
1106,IT,True,7.5,4,Decreased,Medium,Decreased,False,False,No Change,Secure,Fair,Minor,79.4,43,23,2,-1,2,1,2,1,0,0
1107,IT,True,10.3,6,Decreased,High,Decreased,False,False,Decreased,Secure,Excellent,Moderate,67.8,38,18,3,-1,4,2,2,1,0,0
1108,Healthcare,False,6.5,4,No Change,High,Decreased,True,True,Increased,Secure,Good,Minor,47.6,56,26,3,-1,3,1,2,0,1,1
1109,IT,True,9.3,7,Decreased,Medium,Increased,True,False,No Change,Secure,Good,None,74.1,26,1,2,1,3,0,2,1,1,0
1110,Education,False,6.8,3,Increased,High,Decreased,False,False,Increased,Uncertain,Good,Moderate,49.6,44,23,3,-1,3,2,1,0,0,0
1111,Retail,True,7.1,3,Decreased,Medium,Decreased,False,False,No Change,At Risk,Fair,Severe,31.0,31,11,2,-1,2,3,0,1,0,0
1112,Education,True,8.2,6,No Change,High,No Change,False,False,Decreased,Secure,Fair,Severe,60.4,56,7,3,0,2,3,2,1,0,0
1113,Healthcare,True,6.6,7,No Change,High,No Change,False,True,Increased,Secure,Good,Severe,56.8,59,19,3,0,3,3,2,1,0,1
1114,Retail,True,7.9,5,Decreased,Medium,No Change,False,False,Increased,At Risk,Excellent,Severe,43.7,60,13,2,0,4,3,0,1,0,0
1115,Retail,True,7.7,3,Decreased,Medium,Increased,False,True,No Change,Uncertain,Good,None,52.8,35,11,2,1,3,0,1,1,0,1
1116,Retail,True,10.1,6,No Change,High,No Change,False,False,No Change,Secure,Good,Severe,78.6,46,7,3,0,3,3,2,1,0,0
1117,IT,False,8.7,5,Increased,High,Increased,False,False,No Change,Secure,Fair,Minor,58.2,39,19,3,1,2,1,2,0,0,0
1118,Retail,True,7.5,4,Decreased,Medium,No Change,False,False,Increased,At Risk,Good,Minor,52.6,30,2,2,0,3,1,0,1,0,0
1119,IT,True,6.0,3,Decreased,Medium,Decreased,False,True,No Change,At Risk,Good,Minor,46.9,37,17,2,-1,3,1,0,1,0,1
1120,Finance,True,9.7,5,Decreased,High,Increased,False,False,No Change,At Risk,Poor,Minor,16.3,57,5,3,1,1,1,0,1,0,0
1121,Retail,True,8.4,4,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Moderate,39.9,31,11,3,-1,2,2,1,1,0,0
1122,Education,False,8.7,5,No Change,Low,Decreased,False,False,No Change,Uncertain,Good,Minor,82.7,58,15,1,-1,3,1,1,0,0,0
1123,Finance,True,9.9,4,Decreased,Medium,Decreased,False,True,No Change,Secure,Fair,Minor,62.9,54,18,2,-1,2,1,2,1,0,1
1124,Healthcare,True,11.0,7,Decreased,High,No Change,True,False,Increased,Secure,Good,None,49.0,56,7,3,0,3,0,2,1,1,0
1125,IT,False,8.4,5,Increased,High,Decreased,False,False,Increased,Uncertain,Fair,None,41.8,24,1,3,-1,2,0,1,0,0,0
1126,Education,True,10.3,7,No Change,Medium,Increased,False,False,No Change,Secure,Poor,None,55.4,59,19,2,1,1,0,2,1,0,0
1127,Retail,False,6.7,5,Decreased,High,No Change,False,False,No Change,At Risk,Good,None,37.6,36,6,3,0,3,0,0,0,0,0
1128,IT,False,9.3,5,Decreased,Medium,No Change,False,False,No Change,Secure,Fair,Minor,83.6,49,5,2,0,2,1,2,0,0,0
1129,IT,True,9.4,3,Decreased,Medium,No Change,False,False,No Change,Secure,Excellent,Moderate,80.5,59,29,2,0,4,2,2,1,0,0
1130,Education,True,11.0,6,Decreased,High,Decreased,False,False,No Change,Secure,Good,Moderate,67.4,30,10,3,-1,3,2,2,1,0,0
1131,Healthcare,True,7.3,4,Decreased,High,No Change,False,True,Increased,Secure,Poor,Moderate,47.3,42,16,3,0,1,2,2,1,0,1
1132,IT,True,9.6,5,Decreased,High,No Change,True,True,Decreased,Uncertain,Excellent,Minor,43.0,28,5,3,0,4,1,1,1,1,1
1133,Finance,False,8.5,4,Decreased,Medium,Increased,False,False,Increased,Secure,Fair,Severe,74.2,35,9,2,1,2,3,2,0,0,0
1134,Finance,True,10.6,3,Decreased,Low,No Change,True,False,No Change,At Risk,Fair,Severe,29.7,57,17,1,0,2,3,0,1,1,0
1135,Education,True,10.7,4,Decreased,Medium,No Change,False,True,Increased,Uncertain,Fair,Moderate,44.4,37,12,2,0,2,2,1,1,0,1
1136,Healthcare,False,10.9,3,Decreased,High,Decreased,False,False,Increased,Uncertain,Fair,Minor,46.2,50,3,3,-1,2,1,1,0,0,0
1137,IT,True,10.8,4,Decreased,Medium,Decreased,True,True,Decreased,Secure,Excellent,None,79.1,46,9,2,-1,4,0,2,1,1,1
1138,Healthcare,True,8.7,3,Decreased,Medium,Decreased,False,False,Increased,Secure,Fair,Minor,83.3,32,9,2,-1,2,1,2,1,0,0
1139,IT,True,6.1,4,Decreased,Low,Increased,False,False,No Change,Secure,Excellent,Severe,95.4,55,20,1,1,4,3,2,1,0,0
1140,Education,True,6.1,3,Decreased,Medium,Decreased,False,False,Decreased,Secure,Fair,Severe,70.4,32,12,2,-1,2,3,2,1,0,0
1141,IT,False,7.5,2,Decreased,High,Decreased,False,False,No Change,Secure,Good,None,76.8,22,2,3,-1,3,0,2,0,0,0
1142,IT,True,6.5,5,Decreased,Medium,No Change,False,False,No Change,Secure,Good,Moderate,80.3,57,12,2,0,3,2,2,1,0,0
1143,IT,False,9.7,2,Increased,High,No Change,True,False,Decreased,Secure,Excellent,None,60.8,44,24,3,0,4,0,2,0,1,0
1144,IT,True,8.4,5,Decreased,Low,Decreased,False,False,Decreased,Uncertain,Good,Minor,70.9,45,18,1,-1,3,1,1,1,0,0
1145,Finance,True,7.0,5,Decreased,Low,No Change,False,False,No Change,Uncertain,Good,Moderate,88.7,50,7,1,0,3,2,1,1,0,0
1146,Finance,True,6.7,7,No Change,Low,Increased,False,False,No Change,Secure,Fair,Moderate,92.6,24,4,1,1,2,2,2,1,0,0
1147,Finance,True,8.9,3,Decreased,Low,Increased,True,True,Decreased,At Risk,Good,Severe,46.7,43,5,1,1,3,3,0,1,1,1
1148,Education,True,9.9,3,Decreased,Medium,No Change,False,False,No Change,Uncertain,Fair,Severe,52.2,40,4,2,0,2,3,1,1,0,0
1149,Retail,True,7.7,6,Decreased,High,Increased,False,True,Increased,Uncertain,Poor,Minor,26.1,31,4,3,1,1,1,1,1,0,1
1150,Education,True,8.7,8,Decreased,Medium,Increased,False,False,Increased,At Risk,Excellent,Severe,57.4,40,7,2,1,4,3,0,1,0,0
1151,Retail,True,6.1,7,Decreased,High,Decreased,False,False,Increased,Uncertain,Fair,Minor,37.4,58,15,3,-1,2,1,1,1,0,0
1152,Finance,True,9.1,3,No Change,High,Decreased,False,True,Decreased,Uncertain,Poor,None,22.6,41,4,3,-1,1,0,1,1,0,1
1153,Retail,True,7.6,3,Decreased,High,Decreased,False,True,Decreased,Uncertain,Excellent,Moderate,56.3,51,23,3,-1,4,2,1,1,0,1
1154,Finance,True,9.1,6,Decreased,High,Decreased,False,False,No Change,Uncertain,Fair,Moderate,33.0,62,17,3,-1,2,2,1,1,0,0
1155,Healthcare,False,7.8,3,Decreased,Medium,No Change,True,False,No Change,Secure,Good,Minor,74.7,34,4,2,0,3,1,2,0,1,0
1156,Finance,True,8.0,4,Decreased,High,No Change,False,True,No Change,Uncertain,Excellent,Severe,47.6,56,7,3,0,4,3,1,1,0,1
1157,Healthcare,True,7.6,8,Decreased,High,Increased,False,False,No Change,At Risk,Poor,None,4.2,48,15,3,1,1,0,0,1,0,0
1158,Finance,True,7.7,7,Decreased,Medium,Increased,True,False,No Change,At Risk,Excellent,Moderate,34.0,57,27,2,1,4,2,0,1,1,0
1159,Healthcare,True,9.1,3,Decreased,High,No Change,False,False,Decreased,Secure,Poor,Moderate,53.8,34,14,3,0,1,2,2,1,0,0
1160,IT,True,9.0,5,Decreased,Medium,Increased,False,True,No Change,Uncertain,Good,Severe,54.6,43,3,2,1,3,3,1,1,0,1
1161,Healthcare,True,10.2,6,Decreased,Medium,Decreased,False,False,Decreased,Secure,Fair,Moderate,67.0,33,10,2,-1,2,2,2,1,0,0
1162,Education,True,8.2,3,Decreased,High,Decreased,False,False,No Change,Uncertain,Good,Severe,48.5,52,28,3,-1,3,3,1,1,0,0
1163,Finance,True,6.7,6,Decreased,High,Increased,True,False,No Change,Secure,Poor,Moderate,38.8,55,6,3,1,1,2,2,1,1,0
1164,Retail,False,8.3,4,No Change,Medium,Decreased,False,False,Decreased,Secure,Good,None,81.9,61,20,2,-1,3,0,2,0,0,0
1165,Retail,True,7.7,5,Decreased,High,No Change,False,True,Decreased,Uncertain,Excellent,Moderate,54.8,55,6,3,0,4,2,1,1,0,1
1166,Retail,False,8.6,5,No Change,High,Decreased,False,True,No Change,Secure,Fair,None,49.0,45,25,3,-1,2,0,2,0,0,1
1167,Healthcare,True,10.0,6,Decreased,High,No Change,False,True,Increased,Secure,Poor,Severe,49.0,37,17,3,0,1,3,2,1,0,1
1168,IT,True,10.6,8,Decreased,Medium,Increased,False,True,Decreased,Secure,Excellent,Moderate,87.9,34,14,2,1,4,2,2,1,0,1
1169,Finance,True,8.0,7,Decreased,Medium,Increased,True,True,No Change,Uncertain,Fair,None,36.6,62,2,2,1,2,0,1,1,1,1
1170,Healthcare,False,10.0,2,Decreased,Medium,Decreased,False,False,Decreased,Secure,Excellent,None,90.0,39,0,2,-1,4,0,2,0,0,0
1171,Finance,True,7.8,8,Decreased,Medium,No Change,False,True,No Change,Uncertain,Excellent,Moderate,56.1,41,2,2,0,4,2,1,1,0,1
1172,Finance,False,9.9,5,Increased,High,Decreased,False,False,Decreased,Secure,Fair,None,65.3,61,23,3,-1,2,0,2,0,0,0
1173,Healthcare,True,9.8,4,Decreased,Medium,No Change,False,True,No Change,Secure,Poor,Minor,51.7,22,2,2,0,1,1,2,1,0,1
1174,Retail,True,8.5,8,Decreased,High,Increased,False,False,No Change,At Risk,Poor,None,12.0,61,5,3,1,1,0,0,1,0,0
1175,Finance,True,10.0,5,No Change,Medium,Increased,False,False,Decreased,Secure,Excellent,Severe,85.7,55,8,2,1,4,3,2,1,0,0
1176,IT,True,7.1,6,Decreased,High,Increased,False,False,No Change,Secure,Fair,Severe,65.0,24,4,3,1,2,3,2,1,0,0
1177,Retail,False,8.4,5,Decreased,High,Increased,False,False,No Change,At Risk,Excellent,None,27.6,29,9,3,1,4,0,0,0,0,0
1178,Education,False,6.3,4,No Change,High,No Change,True,False,No Change,Uncertain,Excellent,Severe,46.4,32,9,3,0,4,3,1,0,1,0
1179,Finance,True,9.0,3,Decreased,High,No Change,False,False,No Change,At Risk,Good,None,20.8,43,0,3,0,3,0,0,1,0,0
1180,Education,False,10.5,4,Increased,High,Decreased,False,False,No Change,Uncertain,Fair,Minor,39.3,27,7,3,-1,2,1,1,0,0,0
1181,Finance,True,6.3,5,No Change,Low,No Change,False,True,Increased,Secure,Excellent,Moderate,100.0,41,8,1,0,4,2,2,1,0,1
1182,Education,False,9.2,3,Decreased,High,Decreased,True,False,Decreased,Uncertain,Good,Minor,27.7,62,17,3,-1,3,1,1,0,1,0
1183,Finance,False,9.9,5,Increased,High,Decreased,False,False,Decreased,Secure,Fair,None,65.9,24,4,3,-1,2,0,2,0,0,0
1184,Healthcare,True,10.3,6,Decreased,High,Decreased,True,False,No Change,Uncertain,Excellent,Minor,48.6,33,10,3,-1,4,1,1,1,1,0
1185,Education,True,7.4,7,Decreased,High,No Change,False,False,Decreased,Uncertain,Good,Moderate,49.7,33,2,3,0,3,2,1,1,0,0
1186,IT,True,10.9,4,Decreased,High,No Change,False,True,No Change,Uncertain,Excellent,Severe,56.7,61,9,3,0,4,3,1,1,0,1
1187,IT,True,10.2,6,Decreased,Medium,Decreased,True,False,No Change,Secure,Fair,Severe,65.7,40,20,2,-1,2,3,2,1,1,0
1188,Healthcare,True,10.9,5,Decreased,High,Decreased,True,False,No Change,At Risk,Excellent,Severe,17.0,55,11,3,-1,4,3,0,1,1,0
1189,Education,False,9.5,2,Increased,High,No Change,False,False,Increased,Secure,Excellent,Moderate,84.8,57,28,3,0,4,2,2,0,0,0
1190,IT,True,7.9,5,Decreased,Medium,No Change,False,False,No Change,Secure,Good,Minor,91.9,43,23,2,0,3,1,2,1,0,0
1191,Finance,True,10.3,6,Decreased,High,Increased,False,False,Increased,At Risk,Poor,Moderate,10.7,42,13,3,1,1,2,0,1,0,0
1192,Retail,True,7.1,7,Decreased,High,Decreased,True,True,Decreased,Uncertain,Excellent,Severe,37.3,57,27,3,-1,4,3,1,1,1,1
1193,Education,True,10.3,4,Decreased,High,Decreased,False,True,Increased,Secure,Fair,Minor,60.1,45,11,3,-1,2,1,2,1,0,1
1194,IT,False,8.3,2,Decreased,Low,Decreased,False,False,Decreased,Secure,Excellent,None,100.0,26,6,1,-1,4,0,2,0,0,0
1195,IT,True,8.6,3,Decreased,Medium,Increased,False,True,No Change,Secure,Good,Severe,86.4,60,20,2,1,3,3,2,1,0,1
1196,Education,True,8.4,8,No Change,Medium,Decreased,False,False,No Change,At Risk,Good,Severe,37.3,29,9,2,-1,3,3,0,1,0,0
1197,IT,True,8.8,4,Decreased,Medium,Increased,False,True,Increased,At Risk,Excellent,None,51.3,23,3,2,1,4,0,0,1,0,1
1198,Finance,True,6.2,8,Decreased,Low,No Change,True,True,Increased,Secure,Good,Severe,83.5,50,13,1,0,3,3,2,1,1,1
1199,IT,True,8.2,3,Decreased,High,No Change,False,False,Increased,Secure,Excellent,Severe,70.0,32,12,3,0,4,3,2,1,0,0
1200,Finance,True,8.0,7,No Change,High,Increased,False,False,Decreased,Secure,Good,Minor,75.7,58,18,3,1,3,1,2,1,0,0
1201,Education,True,6.9,7,Decreased,Medium,Decreased,False,True,Decreased,At Risk,Poor,Moderate,10.5,55,14,2,-1,1,2,0,1,0,1
1202,IT,True,8.9,3,Decreased,Low,Increased,True,True,No Change,Uncertain,Excellent,Severe,69.3,26,6,1,1,4,3,1,1,1,1
1203,IT,True,8.2,8,Decreased,Medium,No Change,False,False,No Change,Secure,Excellent,Minor,89.8,36,16,2,0,4,1,2,1,0,0
1204,Finance,True,10.8,6,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,Moderate,37.1,28,7,3,-1,3,2,1,1,0,1
1205,Education,True,6.9,3,Decreased,Low,Decreased,False,False,Decreased,Uncertain,Good,Severe,80.0,28,8,1,-1,3,3,1,1,0,0
1206,Retail,False,6.2,3,Increased,Medium,Decreased,False,False,Decreased,Uncertain,Good,Minor,74.4,29,9,2,-1,3,1,1,0,0,0
